352	FT911-3168	1	0.6290918418991107	
352	FT911-1353	2	0.6160084255848735	
352	FT911-2457	3	0.6158023277873836	
352	FT911-4176	4	0.6144346019241494	
352	FT911-3153	5	0.6120016124276463	
352	FT911-4786	6	0.6104332320644678	
352	FT911-241	7	0.5988109311647811	
352	FT911-1062	8	0.5974155104921396	
352	FT911-4784	9	0.5955803505391376	
352	FT911-2621	10	0.5955592954448247	
352	FT911-4095	11	0.594149692802578	
352	FT911-3535	12	0.5785212284587685	
352	FT911-4519	13	0.5757264402622384	
352	FT911-2300	14	0.5727982168995159	
352	FT911-4317	15	0.5711445245783233	
352	FT911-2046	16	0.5697286913647728	
352	FT911-4561	17	0.5681766614163339	
352	FT911-3006	18	0.5664735277123841	
352	FT911-1407	19	0.5641187810479165	
352	FT911-341	20	0.5534205194769848	
352	FT911-3050	21	0.5491477972192106	
352	FT911-4040	22	0.5471238696353236	
352	FT911-3923	23	0.546080222652925	
352	FT911-4381	24	0.5439564496920983	
352	FT911-56	25	0.5392742324188933	
352	FT911-1223	26	0.5375159801439677	
352	FT911-4649	27	0.5364675532362116	
352	FT911-4017	28	0.5355944573511906	
352	FT911-1492	29	0.5314185693637332	
352	FT911-2756	30	0.5303199147396768	
352	FT911-842	31	0.5303186904603757	
352	FT911-4479	32	0.5296221781460724	
352	FT911-91	33	0.5286920340692828	
352	FT911-4043	34	0.5283409421621262	
352	FT911-2652	35	0.5275454077391221	
352	FT911-808	36	0.5257176215893323	
352	FT911-4348	37	0.5256282081923631	
352	FT911-4178	38	0.5250632062893127	
352	FT911-5186	39	0.5233809757452894	
352	FT911-3433	40	0.5231999661416507	
352	FT911-4792	41	0.522025074575629	
352	FT911-1280	42	0.5203282125880312	
352	FT911-3793	43	0.518476252276463	
352	FT911-519	44	0.5181133820941438	
352	FT911-1488	45	0.517866029951369	
352	FT911-5179	46	0.5176034664289667	
352	FT911-4821	47	0.5166242919449986	
352	FT911-787	48	0.5164763840772462	
352	FT911-721	49	0.5158694567605039	
352	FT911-5232	50	0.5146447343107433	
352	FT911-1436	51	0.5135566615672532	
352	FT911-1462	52	0.5112141901210735	
352	FT911-2803	53	0.5108436911032768	
352	FT911-3261	54	0.5102052517203702	
352	FT911-3345	55	0.5102052517203702	
352	FT911-1699	56	0.5095169409994406	
352	FT911-2573	57	0.5080556631725754	
352	FT911-39	58	0.5064288243737237	
352	FT911-3618	59	0.5064288243737237	
352	FT911-1964	60	0.5051678721427034	
352	FT911-4655	61	0.5046011928588656	
352	FT911-4458	62	0.5040294470443908	
352	FT911-3638	63	0.5037298156713331	
352	FT911-1563	64	0.5036609788507308	
352	FT911-3312	65	0.5032220967091786	
352	FT911-910	66	0.5022569561239855	
352	FT911-2468	67	0.5000901072481027	
352	FT911-3052	68	0.4983233638255014	
352	FT911-3356	69	0.49719024799966877	
352	FT911-3393	70	0.49491698994741673	
352	FT911-3503	71	0.49346919764790004	
352	FT911-4559	72	0.4924129186735361	
352	FT911-3108	73	0.4918920880236387	
352	FT911-1200	74	0.49097918225600473	
352	FT911-4518	75	0.49018571733741473	
352	FT911-2560	76	0.4897515384801329	
352	FT911-404	77	0.4882396229598645	
352	FT911-3494	78	0.4880454168826528	
352	FT911-5249	79	0.4869916580545605	
352	FT911-1768	80	0.4864838138797028	
352	FT911-4741	81	0.48644995983847533	
